filmtv_id,title,year,genre,duration,country,avg_vote,critics_vote,public_vote,total_votes,humor,rhythm,effort,tension,erotism,Labels
50510,The Loft,2014,14,103,51,5.8,5.67,6.0,87,0,1,1,1,1,2
41303,Saw VI,2009,14,90,106,4.6,3.86,5.0,87,0,2,1,3,0,2
23192,The Sum of All Fears,2002,14,132,51,4.9,4.2,6.0,87,1,1,0,1,0,2
28243,Touching the Void,2003,17,106,95,7.7,7.62,8.0,87,0,3,2,2,0,2
10521,Tora! Tora! Tora!,1970,15,143,103,7.1,7.0,7.0,87,0,3,2,3,0,2
41329,Survival of the Dead,2009,13,90,51,5.7,5.75,6.0,87,2,2,0,2,0,2
3341,Hamburger Hill,1987,15,103,51,6.7,6.25,7.0,86,0,2,3,2,0,2
20770,Reindeer Games,2000,14,110,51,6.1,6.33,6.0,86,1,2,0,1,1,2
60912,La trattativa,2014,17,108,70,7.1,7.24,7.0,86,3,3,4,2,0,2
32241,Stay,2005,14,99,51,5.1,4.58,6.0,86,0,2,1,2,0,2
14523,Quel maledetto treno blindato,1977,15,100,70,6.2,6.09,6.0,86,0,1,1,1,0,2
86698,Battle of the Sexes,2017,16,121,51,6.0,6.0,6.0,86,0,0,0,0,0,2
9217,Una sull'altra,1969,14,99,70,6.5,6.6,6.0,86,0,2,0,3,2,2
37917,Control,2007,16,121,95,7.1,6.85,7.0,85,0,2,2,1,1,2
24544,The Man Who Knew Too Much,1934,14,75,95,6.7,6.6,7.0,85,1,2,1,3,0,2
6700,Dark Mirror,1946,14,85,51,7.9,8.18,8.0,85,0,2,1,3,0,2
59645,Clown,2014,13,99,51,5.4,5.78,5.0,85,1,2,2,3,0,2
16073,Halloween III: Season of the Witch,1982,13,95,51,5.9,6.17,6.0,85,0,2,1,3,0,2
175231,The Hunt,2020,14,115,51,5.9,5.75,6.0,85,0,0,0,0,0,2
4974,The Osterman Weekend,1983,14,101,51,7.0,7.0,7.0,85,1,3,2,3,2,2
40438,Case 39,2009,13,109,51,5.5,5.57,5.0,85,0,3,0,3,0,2
30949,The Cave,2005,13,97,51,5.4,5.44,5.0,85,0,2,0,2,0,2
43881,Pina,2011,17,100,113,7.7,7.83,8.0,85,1,4,4,3,1,2
12314,The Taking of Pelham One Two Three,1974,14,104,51,7.4,7.43,7.0,84,1,3,1,3,0,2
11979,The Haunting,1963,13,112,95,8.0,8.0,8.0,84,0,2,0,2,0,2
1160,Nightbreed,1990,13,93,95,7.0,7.11,7.0,84,0,2,0,3,0,2
21489,The Guilty,2000,14,98,51,6.3,6.63,6.0,84,0,2,0,2,1,2
9351,La ragazza che sapeva troppo,1962,14,88,70,7.2,6.64,8.0,84,0,2,0,2,0,2
478,Gaslight,1944,14,109,51,7.8,7.82,8.0,84,2,4,3,4,2,2
38148,Black Sheep,2006,13,87,116,5.7,5.44,6.0,84,3,3,1,2,0,2
141545,Keepers,2018,14,101,95,6.3,6.58,6.0,84,0,0,0,0,0,2
7370,Tucker - The Man and His Dream,1988,16,113,51,7.3,7.45,7.0,84,2,3,1,2,0,2
147975,Welcome to Marwen,2018,16,116,51,6.6,6.56,7.0,84,0,0,0,0,0,2
22051,Martin,1978,13,85,51,7.2,6.83,7.0,83,0,3,1,3,1,2
24202,Darkness,2002,13,102,51,5.4,5.13,6.0,83,0,1,0,2,0,2
29863,Dai si gin,2004,14,90,32,6.8,6.64,7.0,83,1,3,0,2,0,2
24329,Child's Play,1988,13,87,51,6.6,6.5,7.0,83,1,3,1,3,0,2
36988,Jenifer,2005,13,58,51,5.6,5.5,6.0,83,0,3,0,3,2,2
32937,Slither,2006,13,95,106,6.4,6.25,6.0,82,2,2,0,1,0,2
4661,A Nightmare on Elm Street 5: The Dream Child,1989,13,88,51,5.9,5.83,6.0,82,1,3,0,3,0,2
15750,Bound,1996,14,90,51,5.3,4.9,6.0,82,0,2,0,2,2,2
38093,The Hitcher,2007,14,90,51,4.4,4.22,5.0,82,1,2,1,3,1,2
86015,Lights Out,2016,13,81,51,5.8,5.64,6.0,82,0,0,0,0,0,2
135465,Ocean's Eight,2018,14,110,51,5.2,5.0,5.0,82,0,0,0,0,0,2
13158,Assassins,1995,14,133,51,4.8,4.56,5.0,82,0,2,0,1,0,2
10824,The Company of Wolves,1984,13,108,95,7.4,7.86,7.0,81,2,3,1,4,1,2
26461,Bad Taste,1987,13,86,116,6.6,6.1,7.0,81,4,3,2,1,0,2
17140,Red Corner,1998,14,122,51,5.2,4.75,6.0,81,0,2,0,1,1,2
51234,Hannah Arendt,2012,16,113,113,6.7,6.73,7.0,81,1,2,4,2,0,2
16836,Ms. 45,1981,14,84,51,7.0,6.77,7.0,81,1,3,2,3,2,2
67479,Before I Wake,2016,13,97,51,5.7,5.45,6.0,81,0,2,2,2,0,2
73573,Le Louvre sous l'Occupation,2015,17,88,42,6.9,7.13,7.0,81,1,3,5,2,0,2
53787,Jagal,2012,17,116,53,8.3,8.33,8.0,81,1,2,5,4,0,2
163503,The Woman in the Window,2021,14,100,51,6.1,6.17,6.0,81,0,0,0,1,0,2
66824,"As Above, So Below",2014,14,93,51,5.8,6.4,5.0,80,0,2,1,3,0,2
13174,The Net,1995,14,118,51,5.8,6.0,6.0,80,1,3,2,3,1,2
12859,Exorcist II: the Eretic,1977,13,100,51,5.5,5.62,5.0,80,0,2,0,3,0,2
158393,Il testimone invisibile,2018,14,102,70,6.4,6.0,7.0,80,0,0,0,0,0,2
12989,Red Dawn,1984,15,105,51,6.0,5.33,7.0,80,0,2,0,3,0,2
144013,Ghost Stories,2017,13,98,95,5.8,5.67,6.0,80,0,0,0,0,0,2
7333,The Train,1964,15,133,51,8.1,8.09,8.0,80,0,3,3,3,0,2
40619,The Final Destination ,2009,13,82,51,4.8,4.78,5.0,80,2,2,0,1,0,2
5303,Piraña,1978,13,95,51,7.1,7.27,7.0,80,1,3,2,3,1,2
83121,Le jeune Karl Marx,2017,16,112,98,6.6,6.73,6.0,80,1,2,3,2,1,2
164025,Ready or Not,2019,14,95,51,6.1,6.17,6.0,80,0,0,0,0,0,2
80337,Shot Caller,2017,14,121,51,6.1,5.89,6.0,80,0,0,0,0,0,2
63697,Pelé: Birth of a Legend,2016,16,104,51,6.0,5.86,6.0,79,0,2,2,1,0,2
172191,Midway,2019,15,138,51,6.2,6.0,6.0,79,0,0,0,0,0,2
61105,Grand Piano,2013,14,90,94,5.6,6.25,5.0,79,2,3,2,3,0,2
22222,The Glass House,2001,14,94,51,6.1,6.33,6.0,79,1,2,2,3,2,2
22217,Behind Enemy Lines,2001,15,105,51,4.1,3.71,5.0,79,0,2,0,2,0,2
38969,Mirrors,2008,13,110,51,5.1,4.45,6.0,79,0,3,0,2,0,2
13669,Fright Night,1985,13,105,51,7.6,8.0,7.0,79,2,3,0,3,1,2
80019,El desconocido,2015,14,96,94,6.3,6.2,6.0,79,0,1,0,1,0,2
37837,Shine a Light,2007,17,122,51,7.5,7.68,7.0,79,1,3,0,1,0,2
53268,The Quiet Ones,2014,13,98,51,4.7,4.88,5.0,79,0,1,1,2,1,2
38195,The Flock,2007,14,105,51,5.9,6.47,5.0,79,0,2,1,2,1,2
37806,Passengers,2008,14,92,51,4.9,4.5,5.0,79,0,2,0,1,0,2
19432,Il profumo della signora in nero,1974,13,105,70,6.9,6.81,7.0,78,0,3,1,3,1,2
51120,Blood,2012,14,92,95,6.2,6.25,6.0,78,0,2,3,2,1,2
6886,Lo strano vizio della signora Wardh,1971,14,98,70,6.3,6.11,6.0,78,0,2,0,2,2,2
43229,Paranormal Activity 2,2010,13,91,51,3.7,3.67,4.0,78,0,1,0,2,0,2
142633,Cold Pursuit,2019,14,118,95,5.8,5.83,6.0,78,0,0,0,0,0,2
2048,Evil Under the Sun,1982,14,120,95,6.5,6.33,7.0,78,1,2,1,2,1,2
21100,Fifteen Minutes,2000,14,120,51,5.1,5.2,5.0,78,0,2,0,2,0,2
561,Arachnophobia,1990,14,105,51,6.7,7.0,6.0,78,1,2,1,3,0,2
41565,Nowhere Boy,2009,16,96,95,6.2,6.27,6.0,78,3,3,2,3,1,2
32687,The Fog,2005,13,103,51,3.5,2.88,4.0,77,0,2,0,1,0,2
81033,In the Deep,2016,14,87,95,5.7,6.0,5.0,77,0,1,1,1,0,2
74702,Truth,2015,16,121,51,6.4,6.42,6.0,77,0,0,0,0,0,2
60941,Oltre il guado,2013,13,92,70,6.7,6.75,7.0,77,0,3,1,4,0,2
147222,The Professor and the Madman,2019,16,124,51,6.3,6.44,6.0,77,0,0,0,0,0,2
26727,Highwaymen,2003,14,80,106,5.3,5.14,5.0,77,0,2,0,2,0,2
3117,Young and Innocent,1937,14,80,95,7.4,7.28,8.0,77,3,3,1,2,0,2
45602,Trespass,2011,14,85,51,4.3,4.0,5.0,77,0,1,1,1,0,2
54467,Jack Ryan: Shadow Recruit,2014,14,105,51,5.8,6.17,5.0,77,1,3,1,2,1,2
27464,Occhi di cristallo,2004,14,114,70,5.8,6.0,6.0,77,0,3,0,3,0,2
84258,Live by Night,2016,12,128,51,5.8,5.6,6.0,77,0,0,0,0,0,2
5598,Le quattro giornate di Napoli,1962,15,123,70,7.9,8.0,8.0,76,1,4,4,4,0,2
48892,House at the End of the Street,2012,14,101,51,4.2,4.0,4.0,76,0,0,0,0,0,2
85513,Hush,2016,13,87,51,5.9,6.0,6.0,76,0,0,0,0,0,2
4477,Monkey Shines,1988,14,110,51,7.3,7.31,7.0,76,1,3,1,4,1,2
44593,Final Destination 5,2011,13,80,51,5.0,4.88,5.0,76,1,1,0,2,0,2
10791,Sneakers,1992,14,125,51,5.9,5.8,6.0,76,1,2,1,2,0,2
77108,31,2016,13,102,51,5.9,5.56,6.0,76,0,0,0,0,0,2
12842,Clear and Present Danger,1994,14,141,51,5.9,5.67,6.0,76,0,3,1,4,0,2
150187,Summer of '84,2018,14,105,106,6.6,6.83,6.0,76,0,0,0,0,0,2
150751,Can You Ever Forgive Me?,2018,16,107,51,6.8,6.9,7.0,76,0,0,0,0,0,2
15252,Smilla's Sense of Snow,1997,14,115,113,5.5,5.0,6.0,76,0,4,3,3,1,2
19129,The Fly,1958,13,92,51,7.7,7.67,8.0,75,0,2,0,3,0,2
43521,Srpski Film,2009,13,110,72,5.2,4.78,6.0,75,0,2,2,2,3,2
37937,The Uninvited,2008,14,87,51,5.2,5.0,5.0,75,1,2,2,3,0,2
3596,Sleuth,1972,14,138,95,7.9,8.0,8.0,75,1,2,1,3,0,2
10496,The Funhouse,1980,13,96,51,6.8,6.9,7.0,75,1,3,2,3,2,2
6093,Sabotage,1936,14,76,95,7.3,7.4,7.0,75,1,2,1,4,0,2
135785,It Comes at Night,2017,13,97,51,6.2,6.55,6.0,75,0,1,1,1,0,2
32734,Two for the Money,2005,14,122,51,5.5,5.0,6.0,74,1,2,1,2,0,2
44770,Blitz,2011,14,97,95,4.7,4.67,5.0,74,0,3,0,2,0,2
41430,Harry Brown,2009,14,103,95,6.9,7.0,7.0,74,0,3,2,3,0,2
17001,U.S. Marshals,1998,14,103,51,5.2,4.67,6.0,74,1,3,0,2,0,2
18240,Lenny,1974,16,112,51,7.7,7.53,8.0,74,3,3,4,2,2,2
30691,Sophie Scholl. Die letzten Tage,2005,16,117,113,7.3,7.75,7.0,74,0,2,3,1,0,2
14209,I Walked with a Zombie,1943,13,85,51,7.7,7.93,7.0,74,0,3,1,3,0,2
7601,The Manchurian Candidate,1963,14,110,51,8.1,8.25,8.0,74,0,2,1,2,0,2
37367,Cemento armato,2007,14,93,70,4.4,3.9,5.0,74,0,2,1,1,0,2
141404,Winchester,2018,13,99,51,5.1,4.71,5.0,74,0,0,0,0,0,2
128456,American Assassin,2017,14,112,51,5.5,5.44,6.0,74,0,0,0,0,0,2
4554,The Mummy,1932,13,73,51,7.4,7.17,8.0,74,0,2,0,2,0,2
24899,Les yeux sans visage,1960,13,85,42,7.6,7.71,8.0,74,0,2,0,3,1,2
65625,The Guest,2014,14,97,51,4.9,4.56,5.0,73,0,1,0,1,0,2
2082,Harper,1966,14,91,51,6.5,6.59,6.0,73,2,2,2,3,2,2
36901,The Hills Have Eyes II,2007,13,89,51,4.2,3.6,5.0,73,1,2,0,1,1,2
71285,A Good Marriage,2014,14,102,51,5.3,5.43,5.0,73,0,1,1,2,0,2
2439,Hell in the Pacific,1968,15,105,51,7.6,7.65,8.0,73,0,2,3,3,0,2
22939,The Abominable Dr. Phibes,1971,13,94,95,7.3,7.17,7.0,73,1,2,0,2,1,2
12548,The Wild Geese,1978,15,135,95,7.2,6.83,7.0,73,1,3,1,2,0,2
18922,5 bambole per la luna d'agosto,1970,14,85,70,5.4,5.15,6.0,73,0,2,0,3,0,2
47024,[REC]³ Génesis,2011,13,80,94,4.7,5.14,4.0,73,1,2,0,2,0,2
21677,Freddy's Dead: The Final Nightmare,1991,13,96,51,5.2,5.2,5.0,73,1,1,0,1,0,2
9232,Lo squartatore di New York,1982,14,91,70,5.9,5.6,6.0,73,0,3,0,3,0,2
53435,The Call,2013,14,96,51,5.8,5.83,6.0,72,1,2,1,3,1,2
141594,The Nun,2018,13,96,51,4.5,4.25,5.0,72,0,0,0,0,0,2
8974,Horror of Dracula,1958,13,92,95,7.7,7.73,8.0,72,0,3,1,3,1,2
26226,Les rivières pourpres 2. Les anges de l'Apocalypse,2004,14,100,42,5.2,5.25,5.0,72,1,2,0,2,0,2
1515,La chiesa,1989,13,106,70,5.8,5.78,6.0,72,2,1,3,2,1,2
26319,Lisa e il diavolo,1973,13,92,70,6.3,5.91,7.0,72,0,2,1,2,1,2
38663,Untraceable,2008,14,101,51,5.3,5.11,5.0,72,1,3,2,3,1,2
955,The Green Berets,1968,15,138,51,5.5,5.0,6.0,71,0,2,0,2,0,2
7394,Tutti defunti... tranne i morti,1977,14,105,70,6.6,7.0,6.0,71,1,2,1,3,1,2
364,The Amityville Horror,1979,13,116,51,5.9,5.77,6.0,71,0,2,1,3,0,2
148464,El reino,2018,14,122,94,6.5,6.6,6.0,71,0,0,0,0,0,2
24247,Honogurai mizu no soko kara,2001,13,101,103,7.0,6.78,7.0,71,0,3,0,4,0,2
29365,White Noise,2005,14,101,106,4.9,4.5,5.0,71,1,2,1,2,0,2
51184,Tulpa - Perdizioni mortali,2012,14,90,70,3.8,3.9,4.0,71,0,2,1,3,2,2
22348,Thir13en Ghosts,2001,13,91,51,5.1,4.88,5.0,71,1,2,0,2,0,2
37413,Becoming Jane,2007,16,117,95,6.1,5.88,6.0,71,1,2,0,1,1,2
37081,Flyboys,2006,15,140,42,6.1,5.75,7.0,71,1,2,1,3,1,2
18940,I vampiri,1957,13,78,70,7.1,7.09,7.0,71,0,2,0,2,0,2
128324,La mécanique de l'ombre,2016,14,88,82,6.0,5.91,6.0,71,0,1,1,1,0,2
8882,The Lost Boys,1987,13,92,51,5.7,5.43,6.0,71,0,3,0,1,0,2
21847,The Unsaid,2001,14,100,51,5.6,5.2,6.0,71,1,3,2,3,1,2
27022,11:14,2003,13,86,51,6.0,5.75,6.0,71,1,2,0,1,0,2
162569,"Santiago, Italia",2018,17,80,70,6.9,7.27,7.0,71,0,0,0,0,0,2
6361,Without a Clue,1988,14,109,95,7.4,7.67,7.0,71,2,2,0,1,0,2
1052,Borsalino,1970,12,131,42,7.2,7.71,7.0,71,0,3,0,3,0,2
50593,The Ring Two,2005,13,110,51,4.0,3.0,5.0,70,1,2,2,3,0,2
45169,The Lady,2011,16,145,42,6.1,6.2,6.0,70,1,3,4,3,1,2
30460,Creep,2004,14,85,95,5.0,4.75,5.0,70,0,0,0,0,0,2
186727,Il talento del Calabrone,2020,14,97,70,5.2,4.86,6.0,70,0,0,0,0,0,2
24612,High Crimes,2002,14,115,51,5.5,5.1,6.0,70,0,2,0,2,0,2
32729,Firewall,2005,14,105,51,4.8,4.38,5.0,70,0,2,0,2,0,2
38246,Rise: Blood Hunter,2007,13,122,51,5.2,5.75,5.0,70,1,3,2,3,2,2
25371,Veronica Guerin,2003,16,98,51,6.4,6.2,7.0,70,0,2,2,2,0,2
43486,Priest,2011,13,87,51,4.6,4.5,5.0,70,0,2,0,2,0,2
66823,Ouija,2014,13,89,51,4.1,4.22,4.0,70,0,2,0,2,0,2
37471,Cujo,1983,14,91,51,6.1,6.2,6.0,70,0,2,0,3,0,2
3116,The Longest Day,1962,15,180,51,7.6,7.6,8.0,70,1,3,2,2,0,2
23423,Shock,1977,13,95,70,7.3,7.08,8.0,70,0,2,1,3,1,2
62184,Kill the Messenger,2014,14,112,51,6.7,6.88,6.0,70,0,2,3,3,0,2
36830,The Reaping,2007,13,96,51,5.8,5.88,6.0,70,0,2,2,3,0,2
11586,84 Charing Cross Road,1986,16,98,95,7.3,7.31,7.0,70,1,2,2,1,0,2
27025,Come inguaiammo il cinema italiano,2004,17,98,70,7.6,7.79,7.0,70,3,3,0,0,0,2
125022,Annabelle: Creation,2017,13,109,51,5.1,4.5,6.0,69,0,0,0,0,0,2
18124,Urban Legend,1998,13,98,51,5.5,5.5,5.0,69,1,2,0,2,0,2
143857,Fabrizio De Andrè. Principe libero,2018,16,182,70,5.7,5.56,6.0,69,0,0,0,0,0,2
39219,Imago mortis,2008,13,109,70,4.7,4.3,5.0,69,0,2,0,2,0,2
12648,Striking Distance,1993,14,101,51,5.3,5.0,6.0,69,0,3,0,2,0,2
38164,First Snow,2006,14,121,113,6.4,6.67,6.0,69,0,2,1,2,1,2
10452,Final Analysis,1992,14,124,51,5.4,5.0,6.0,69,0,2,0,3,2,2
73721,The Whole Truth,2016,14,93,51,5.2,4.63,6.0,69,0,1,0,1,0,2
41567,Pontypool,2008,13,95,106,7.1,7.82,6.0,69,0,3,2,3,0,2
74270,Cybernatural,2014,13,82,51,4.4,4.57,4.0,69,0,3,1,3,0,2
65257,Beyond the Reach,2014,14,90,51,5.2,4.89,6.0,69,0,2,0,1,0,2
32936,When a Stranger Calls,2006,14,87,51,5.0,4.83,5.0,69,0,3,0,3,0,2
55640,We Are What We Are,2013,14,100,51,6.5,6.89,6.0,69,0,0,1,2,1,2
23678,Ripley's Game,2002,14,110,70,5.3,5.0,6.0,69,1,2,1,1,0,2
73643,Poltergeist,2015,13,96,51,4.0,3.7,4.0,69,1,2,0,2,0,2
22360,Mein liebster Feind - Kinski,1999,17,95,113,7.7,7.62,8.0,69,1,2,2,2,0,2
144015,Loving Pablo,2017,16,123,94,4.9,4.5,5.0,69,0,0,0,0,0,2
40103,Cleaner,2007,14,88,51,5.3,4.86,6.0,69,0,2,0,2,0,2
1494,Someone to Watch Over Me,1987,14,106,51,6.1,6.18,6.0,69,0,3,1,3,1,2
16593,Deliria,1987,13,90,70,6.8,6.42,7.0,68,0,2,0,3,0,2
67161,The Program,2015,16,103,95,5.3,5.07,6.0,68,0,2,2,1,0,2
26024,Cold Creek Manor,2003,14,118,51,4.7,4.71,5.0,68,0,2,0,1,0,2
157467,El Ángel,2018,16,126,114,6.8,7.27,6.0,68,0,0,0,0,0,2
37079,The Messengers,2007,13,87,51,4.3,4.0,5.0,68,0,2,1,2,0,2
40105,Thick As Thieves,2009,14,104,51,4.2,3.6,5.0,68,0,2,0,2,1,2
6658,Sotto il vestito niente,1985,14,87,70,4.8,5.0,5.0,68,1,2,1,2,2,2
10261,Una storia semplice,1991,14,96,70,7.0,7.08,7.0,68,0,2,4,4,0,2
4815,Wait Until Dark,1967,14,106,51,7.4,7.57,7.0,68,0,3,0,3,0,2
27992,Maniac,1980,13,85,51,7.2,7.5,7.0,68,0,1,0,1,1,2
114749,The Woods,2016,13,89,51,3.9,3.67,4.0,67,0,0,0,0,0,2
32871,The Breed,2006,13,108,104,4.3,4.4,4.0,67,1,2,1,2,0,2
17114,Nightwatch,1997,13,95,51,5.2,4.44,6.0,67,2,3,2,3,2,2
58738,Big Bad Wolves,2013,14,110,81,6.4,6.33,6.0,67,2,2,0,4,0,2
590,L'armée des ombres,1969,15,140,42,8.0,8.15,8.0,67,0,3,4,4,0,2
44597,Grave Encounters,2010,13,92,106,4.3,4.33,4.0,67,0,2,1,3,0,2
15025,Extreme Measures,1996,14,117,51,6.0,5.67,6.0,66,0,3,1,2,0,2
73461,Pride and Prejudice and Zombies,2016,13,108,51,4.9,4.9,5.0,66,2,2,1,2,1,2
1095,Maximum Overdrive,1986,13,100,51,5.6,5.7,6.0,66,1,3,0,2,0,2
22366,D-Tox,2002,14,96,51,4.8,4.75,5.0,66,0,2,0,2,0,2
840,Banditi a Milano,1968,12,102,70,7.7,7.64,8.0,66,0,4,3,2,0,2
4765,The Eagle Has Landed,1976,15,112,51,7.4,7.67,7.0,66,2,4,3,4,0,2
39275,Death Sentence,2007,14,106,51,5.9,5.67,6.0,66,0,3,2,3,0,2
86433,Denial,2016,16,110,51,6.3,6.67,6.0,66,0,0,0,0,0,2
65780,A Girl Walks Home Alone at Night,2013,13,107,51,7.0,7.17,7.0,65,2,2,2,3,1,2
9647,The Keep,1983,13,93,51,5.9,5.82,6.0,65,0,3,1,3,0,2
24067,Enough,2002,14,115,51,4.1,3.4,5.0,65,0,2,1,2,0,2
168599,Scary Stories to Tell in the Dark,2019,13,107,51,5.5,5.0,6.0,65,0,0,0,0,0,2
27704,Spartan,2004,14,106,51,6.8,7.0,7.0,65,0,2,2,3,0,2
24494,Conspiracy,2001,15,105,95,7.1,7.5,7.0,65,0,2,0,2,0,2
4190,The Masque of the Red Death,1964,13,86,51,7.2,7.08,7.0,65,2,3,1,3,1,2
55717,A Field in England,2013,13,90,95,6.8,7.43,6.0,65,3,3,3,3,1,2
38363,Galantuomini,2008,12,100,70,7.1,7.54,7.0,65,0,3,2,2,1,2
44756,Straw Dogs,2011,14,110,51,3.9,3.29,5.0,65,0,1,0,1,0,2
40607,Daybreakers ,2010,13,98,92,5.2,4.67,6.0,65,1,2,0,2,0,2
13990,The Mangler,1995,13,106,51,6.4,6.6,6.0,65,0,2,0,2,0,2
19623,Amityville II: the Possession,1982,13,104,51,5.3,5.13,6.0,65,0,2,2,3,1,2
21356,Sexy Beast,2000,14,88,95,6.4,6.33,6.0,65,1,2,0,2,1,2
3713,"Italiani, brava gente",1964,15,104,70,7.7,7.0,8.0,64,2,3,3,3,0,2
78809,Genius,2016,16,104,51,5.9,6.0,6.0,64,0,1,4,1,0,2
80910,Riaru onigokko,2015,13,85,103,7.4,7.2,8.0,64,0,0,0,0,0,2
51226,Hypnotisören,2012,14,120,84,4.7,4.44,5.0,64,0,3,2,2,0,2
39386,The Lodger,1927,14,75,95,7.9,7.67,8.0,64,1,3,2,2,1,2
81133,The Devil's Candy,2015,13,90,51,5.8,5.9,6.0,64,0,1,1,1,0,2
78368,Hitchcock/Truffaut,2015,17,88,51,7.3,7.5,7.0,64,0,0,0,0,0,2
51227,Maniac,2012,14,100,51,6.0,6.3,6.0,64,0,2,1,3,1,2
136514,"Nico, 1988",2017,16,93,70,6.3,6.14,6.0,64,0,0,0,0,0,2
