filmtv_id,title,year,genre,duration,country,avg_vote,critics_vote,public_vote,total_votes,humor,rhythm,effort,tension,erotism,Labels
41907,Basilicata Coast to Coast,2010,27,104,70,6.4,6.5,6.0,254,1,2,1,0,0,1
3279,Grease,1978,27,115,51,7.2,7.2,7.0,254,2,3,1,0,1,1
44600,X-Men: First Class,2011,24,132,51,7.2,7.58,7.0,253,2,2,2,2,1,1
21885,The Curse of the Jade Scorpion,2001,27,102,51,7.2,7.25,7.0,253,3,2,1,1,0,1
2925,Escape to Victory,1981,26,113,51,7.5,7.6,7.0,252,1,3,1,2,0,1
25175,Matchstick Men,2003,27,116,51,6.9,7.05,7.0,251,1,3,0,2,0,1
44211,The Hangover Part II,2011,27,102,51,5.3,5.09,6.0,251,3,2,0,1,1,1
30651,Shaun of the Dead,2004,27,99,95,7.3,7.19,7.0,249,4,3,2,2,0,1
15384,...altrimenti ci arrabbiamo!,1974,27,100,70,7.3,7.25,7.0,249,2,3,1,1,1,1
12030,Mrs. Doubtfire,1993,27,125,51,6.8,6.65,7.0,249,3,3,2,0,0,1
37252,The Darjeeling Limited,2007,27,91,51,7.1,7.25,7.0,248,2,2,1,1,1,1
2177,Divorzio all'italiana,1961,27,120,70,8.7,8.9,8.0,248,2,3,2,3,1,1
16544,As Good As It Gets,1997,27,138,51,6.9,6.47,7.0,248,3,2,2,1,1,1
4186,Mary Poppins,1964,27,138,51,7.5,7.89,7.0,247,3,4,2,1,0,1
24099,"La leggenda di Al, John e Jack",2002,27,105,70,5.7,5.4,6.0,247,3,2,1,0,0,1
24461,High Noon,1952,22,84,51,8.8,9.07,9.0,247,0,3,2,3,0,1
38557,X-Men Origins: Wolverine,2009,24,118,51,5.6,5.21,6.0,246,1,2,1,1,1,1
5450,Take the Money and Run,1969,27,85,51,7.8,8.0,8.0,246,4,2,1,0,0,1
2682,Febbre da cavallo,1976,27,100,70,7.5,7.5,7.0,246,4,4,3,0,0,1
27175,The Bourne Supremacy,2004,23,108,51,7.0,7.06,7.0,245,0,4,1,2,1,1
2577,All About Eve,1950,27,130,51,9.0,9.46,9.0,245,1,1,2,2,0,1
52518,Iron Man 3,2013,24,140,51,5.6,5.43,6.0,244,3,3,1,1,1,1
16042,Ovosodo,1997,27,103,70,7.1,7.41,7.0,244,3,4,3,0,0,1
4869,Stagecoach,1939,22,99,51,8.8,9.0,9.0,244,1,4,2,3,0,1
20933,L'ultimo bacio,2001,27,115,70,5.8,5.71,6.0,244,1,2,1,1,1,1
69824,Le Tout nouveau testament,2015,27,103,42,7.0,7.29,7.0,242,2,2,2,1,1,1
5218,A Fish Called Wanda,1988,27,108,95,7.8,7.96,8.0,242,3,3,1,1,1,1
37973,The Incredible Hulk,2008,24,114,51,5.9,5.5,6.0,242,1,2,0,1,0,1
24619,"Good bye, Lenin!",2003,27,121,113,7.4,7.22,8.0,242,2,2,2,2,0,1
2488,La nuit américaine,1973,27,115,42,8.4,9.23,8.0,241,3,4,2,2,1,1
1926,Crimes and Misdemeanors,1989,27,106,51,8.4,8.43,8.0,241,2,3,3,3,1,1
12802,The Mask,1994,27,105,51,6.3,6.17,7.0,240,3,3,1,1,1,1
38339,Two Lovers,2008,25,100,51,7.5,7.64,7.0,240,1,2,2,2,2,1
5495,Coming to America,1988,27,105,51,6.7,6.47,7.0,239,3,2,0,0,0,1
13147,Viaggi di nozze,1995,27,103,70,6.7,6.87,7.0,239,4,3,2,1,1,1
6094,Sabrina,1954,27,113,51,8.2,8.26,8.0,238,3,2,0,2,0,1
22700,Punch-Drunk Love,2002,27,97,51,7.0,6.89,7.0,238,2,2,3,2,1,1
123295,Logan,2017,24,135,51,7.3,7.33,7.0,237,0,0,0,0,0,1
27244,Hellboy,2004,24,132,51,5.7,5.21,6.0,237,2,3,1,2,0,1
2686,The Gold Rush,1925,27,60,51,9.3,9.35,9.0,237,4,3,2,1,0,1
3701,Dirty Harry,1971,21,103,51,7.8,8.0,8.0,236,2,4,1,3,1,1
11743,Four Weddings and a Funeral,1994,27,105,95,7.3,7.44,7.0,235,2,2,1,1,1,1
38695,Yes Man,2008,27,104,51,6.0,6.0,6.0,235,2,2,1,0,0,1
25415,Caterina va in città,2003,27,90,70,6.8,6.76,7.0,234,2,3,2,1,0,1
8386,Love and Death,1975,27,82,51,8.2,8.1,8.0,233,4,2,2,1,1,1
42258,You Will Meet a Tall Dark Stranger ,2010,27,98,51,5.7,5.59,6.0,233,2,2,1,1,1,1
21016,Billy Elliot,2000,27,110,95,7.0,6.94,7.0,233,1,3,2,1,0,1
14652,The Purple Rose of Cairo,1985,27,82,51,7.8,8.06,8.0,233,3,3,2,1,0,1
37419,The Bourne Ultimatum,2007,23,112,51,7.3,7.55,7.0,233,1,4,0,3,0,1
41069,Zombieland,2009,27,88,51,6.6,6.48,7.0,231,4,4,2,3,1,1
40789,Soul Kitchen,2009,27,99,113,7.2,7.06,7.0,231,2,3,1,2,1,1
12559,Death Becomes Her,1992,27,103,51,6.6,6.43,7.0,230,4,3,2,1,1,1
5949,Rio Bravo,1959,22,141,51,8.7,8.79,9.0,230,2,3,1,2,0,1
39402,Appaloosa,2008,22,114,51,7.1,7.28,7.0,230,3,3,2,3,0,1
8565,Maledetto il giorno che t'ho incontrato,1992,27,115,70,7.0,7.22,7.0,229,2,1,0,1,1,1
24253,About Schmidt,2002,27,124,51,7.0,7.04,7.0,229,1,1,2,1,0,1
25518,Love Actually,2003,27,135,95,6.3,6.17,6.0,229,2,1,1,0,1,1
23225,Zoolander,2001,27,89,51,5.9,5.81,6.0,229,3,3,1,1,1,1
7196,Tootsie,1982,27,116,51,7.7,7.91,8.0,228,2,3,0,1,1,1
19773,Pane e tulipani,2000,27,118,70,7.2,7.14,7.0,228,3,2,0,0,0,1
18849,The Mummy,1999,20,125,51,6.5,6.8,6.0,228,2,3,0,3,0,1
12471,Caro diario,1993,27,95,70,7.9,8.26,8.0,228,2,2,3,1,0,1
38181,Hellboy II. The Golden Army,2008,24,110,51,7.3,7.25,7.0,228,3,3,2,3,1,1
10549,The Piano,1993,25,120,42,7.5,7.3,8.0,227,0,2,3,3,2,1
40139,The Boat That Rocked,2009,27,135,95,7.1,7.0,7.0,227,4,3,1,1,1,1
3497,In nome del popolo italiano,1971,27,103,70,8.3,8.59,8.0,227,2,3,3,3,0,1
5572,"Play It Again, Sam",1972,27,86,51,8.0,8.1,8.0,226,4,4,2,2,1,1
34958,The Queen,2006,27,97,95,7.3,7.58,7.0,225,1,2,2,0,0,1
27549,Tu la conosci Claudia?,2004,27,104,70,5.6,5.31,6.0,225,1,2,0,0,0,1
37256,The Assassination of Jesse James by the Coward Robert Ford,2007,22,155,51,7.5,7.72,7.0,224,0,2,2,3,1,1
28212,Hitch,2005,27,118,51,6.5,6.83,6.0,224,3,2,1,0,1,1
22021,Bridget Jones's Diary,2001,27,115,95,6.4,6.35,6.0,224,4,2,0,1,2,1
78636,Captain America: Civil War,2016,24,147,51,6.1,5.81,6.0,224,2,3,1,1,0,1
40697,(500) Days of Summer ,2009,27,95,51,7.0,7.13,7.0,224,2,2,0,0,0,1
12630,Il mostro,1994,27,110,70,7.1,7.06,7.0,223,3,3,2,1,3,1
20951,What Women Want,2000,27,126,51,6.0,5.95,6.0,223,2,2,1,0,1,1
2855,Fracchia la belva umana,1981,27,99,70,6.7,6.71,7.0,223,4,4,2,2,1,1
13338,Four Rooms,1995,27,105,51,5.9,5.44,6.0,222,2,2,0,0,1,1
12420,Clerks,1994,27,103,51,7.5,7.29,8.0,222,4,2,2,1,1,1
52372,Spring Breakers,2012,20,92,51,6.6,7.06,6.0,222,2,3,2,2,3,1
5629,The Seven Year Itch,1955,27,105,51,7.9,7.95,8.0,222,3,2,1,1,2,1
1749,Compagni di scuola,1988,27,118,70,7.5,7.62,7.0,222,3,3,2,1,1,1
37455,Gone Baby Gone,2007,21,114,51,6.9,7.06,7.0,222,0,3,2,3,0,1
7246,"Totò, Peppino e la... malafemmina",1956,27,98,70,7.9,7.67,8.0,222,5,4,2,2,1,1
68952,Relatos salvajes,2014,27,115,114,7.0,6.82,7.0,221,2,2,1,1,0,1
17507,Sliding Doors,1997,27,99,95,6.5,6.43,7.0,221,2,3,3,0,1,1
15102,Il ciclone,1996,27,95,70,5.7,5.47,6.0,221,3,3,2,0,1,1
3548,Guess Who's Coming to Dinner?,1967,27,107,51,7.7,7.8,8.0,221,2,2,3,1,0,1
16542,Deconstructing Harry,1997,27,96,51,7.5,7.5,8.0,221,3,3,2,1,2,1
6963,Bringing Up Baby,1938,27,102,51,8.5,8.96,8.0,221,3,3,0,1,1,1
38248,Tropic Thunder,2008,27,107,51,6.1,5.88,6.0,219,3,2,0,0,0,1
44583,Le Havre,2011,27,103,65,7.4,7.58,7.0,219,2,2,4,2,0,1
34931,Thank You for Smoking,2005,27,92,51,7.3,7.3,7.0,219,2,3,1,1,1,1
69618,Batman v Superman: Dawn of Justice,2016,24,151,51,5.1,5.11,5.0,218,1,3,2,2,1,1
41218,"Io, loro e Lara",2010,27,115,70,5.9,6.27,5.0,218,2,2,1,0,1,1
85303,Guardians of the Galaxy Vol. 2,2017,24,137,51,6.8,6.59,7.0,218,0,0,0,0,0,1
23521,Secretary,2002,27,110,51,6.7,6.55,7.0,218,2,1,1,1,2,1
26509,La mala educación,2004,25,105,94,7.0,6.96,7.0,218,0,2,3,2,3,1
21884,The Fast and the Furious,2001,19,107,51,5.6,5.42,6.0,217,2,3,0,2,1,1
84161,Doctor Strange,2016,24,115,51,6.3,6.3,6.0,217,0,0,0,0,0,1
64119,Magic in the Moonlight,2014,27,97,51,6.2,6.03,6.0,217,2,2,1,1,1,1
3394,Highlander,1986,20,111,95,7.0,7.04,7.0,217,2,3,1,2,2,1
32762,Mission: Impossible III,2006,23,126,51,6.2,6.31,6.0,216,1,3,1,3,1,1
1050,Borotalco,1981,27,130,70,7.0,6.95,7.0,216,3,2,2,0,0,1
149289,Avengers: Infinity War,2018,24,156,51,6.9,7.11,7.0,216,0,0,0,0,0,1
42058,Happy Family,2010,27,90,70,6.2,6.38,6.0,216,3,3,2,2,1,1
131,Airplane!,1980,27,90,51,7.5,7.55,8.0,216,4,2,1,1,1,1
38315,Taken,2008,19,93,42,5.5,4.94,6.0,215,2,3,1,3,0,1
84334,Café Society,2016,27,96,51,6.2,6.04,6.0,214,0,0,0,0,0,1
172507,Tolo Tolo,2020,27,90,70,5.2,5.45,5.0,214,0,0,0,0,0,1
45372,Warrior,2011,19,140,51,7.2,7.23,7.0,213,0,3,2,2,0,1
43034,Scott Pilgrim vs. the World,2010,27,112,51,7.0,6.79,7.0,213,4,3,1,1,0,1
6019,Robin Hood: Prince Of Thieves,1991,20,143,51,6.2,5.94,6.0,213,1,3,0,1,0,1
624,Arsenic and Old Lace,1944,27,113,51,8.2,8.23,8.0,212,3,3,2,2,0,1
6558,Torn Curtain,1966,23,130,51,7.2,7.06,7.0,212,0,1,0,3,0,1
11127,Milano calibro 9,1972,21,97,70,7.5,7.77,7.0,212,0,3,1,3,1,1
23579,Far from Heaven,2002,25,107,51,7.5,7.73,7.0,212,1,2,1,2,1,1
23797,About a Boy,2002,27,101,51,6.5,6.33,7.0,211,3,2,1,0,0,1
19236,Kikujiro no natsu,1999,27,121,103,8.4,8.48,8.0,211,3,4,3,2,1,1
45075,Horrible Bosses,2011,27,98,51,6.3,6.28,6.0,211,3,3,1,2,2,1
4534,I mostri,1963,27,100,70,7.9,8.0,8.0,211,3,3,2,0,2,1
20643,Scary Movie,2000,27,91,51,5.7,5.42,6.0,211,4,3,2,1,1,1
3345,Hannah and Her Sisters,1986,27,103,51,7.8,8.14,7.0,211,2,3,2,2,0,1
58154,The Amazing Spider-Man 2,2014,24,145,51,5.2,5.13,5.0,210,3,3,2,2,0,1
36964,Ocean's Thirteen,2007,19,122,51,6.1,6.35,6.0,210,2,2,0,2,1,1
12707,Goldfinger,1964,23,110,95,7.7,7.72,8.0,210,2,4,1,3,1,1
18187,Shakespeare in Love,1998,27,122,51,6.0,5.83,6.0,209,2,3,1,1,0,1
50870,Jack Reacher,2012,19,130,51,6.5,6.55,6.0,209,2,3,2,3,1,1
55274,Thor: The Dark World,2013,24,112,51,5.7,5.82,6.0,208,2,2,0,2,1,1
47268,Seven Psychopaths,2012,27,109,51,6.6,6.77,7.0,208,2,3,2,2,0,1
50660,Le prénom,2012,27,110,42,7.1,7.14,7.0,208,4,4,2,2,1,1
26530,Bad Santa,2003,27,93,51,6.8,6.65,7.0,208,2,2,1,1,1,1
5088,Pat Garrett and Billy the Kid,1973,22,122,51,8.3,8.43,8.0,208,1,2,1,3,0,1
159493,Jojo Rabbit,2019,27,108,113,6.6,6.22,7.0,208,0,0,0,0,0,1
45806,Ted,2012,27,106,51,5.4,5.19,6.0,208,3,3,0,0,0,1
1242,Heaven's Gate,1980,22,156,51,8.0,8.39,8.0,208,0,3,4,2,1,1
2478,Ecce Bombo,1978,27,103,70,7.1,7.65,7.0,208,3,2,3,1,1,1
16752,The Man in the Iron Mask,1998,20,132,51,5.6,5.21,6.0,207,2,2,1,2,0,1
40435,Transformers: Revenge of the Fallen ,2009,19,147,51,3.9,3.71,4.0,207,1,3,0,2,0,1
12902,Amici miei atto II,1982,27,129,70,7.8,7.8,8.0,207,4,3,3,1,1,1
19048,Notting Hill,1999,27,124,95,6.2,6.0,6.0,207,2,2,1,1,1,1
6348,Senso,1954,25,115,70,8.4,9.0,8.0,207,0,2,2,2,1,1
43576,Pirates of the Caribbean. On Stranger Tides ,2011,19,141,51,5.2,5.17,5.0,207,1,2,0,1,0,1
12656,The Quick and the Dead,1995,22,103,51,6.6,6.83,6.0,207,2,3,1,2,2,1
69588,Kingsman: The Secret Service,2015,19,129,51,6.4,6.24,6.0,207,3,4,1,2,1,1
27928,Sideways,2004,27,124,51,7.1,7.04,7.0,206,0,0,0,0,0,1
45604,Mission: Impossible - Ghost Protocol,2011,19,138,51,6.5,6.59,6.0,206,2,3,1,2,0,1
12597,Dr. No,1962,23,105,95,7.3,7.45,7.0,206,1,3,0,3,2,1
24904,The Italian Job,2003,19,110,51,5.8,5.77,6.0,204,1,4,2,3,0,1
23167,S1mØne,2001,27,118,51,6.8,6.93,7.0,204,2,2,2,1,1,1
50773,Tutti i santi giorni,2012,27,102,70,6.7,6.77,7.0,204,2,3,2,1,1,1
5931,Ricomincio da tre,1981,27,109,70,7.2,6.96,8.0,204,3,2,1,1,0,1
38212,Australia,2008,20,155,51,5.2,4.82,6.0,204,0,2,1,2,1,1
32580,16 Blocks,2006,21,105,51,6.7,6.57,7.0,204,1,4,1,3,0,1
43270,La banda dei Babbi Natale,2010,27,100,70,4.9,4.87,5.0,203,1,2,0,0,0,1
14657,Irma la Douce,1963,27,146,51,8.3,8.43,8.0,203,3,3,1,2,1,1
28197,The Life Aquatic with Steve Zissou,2004,27,118,51,6.9,6.63,7.0,203,2,2,0,1,1,1
2659,Fantozzi contro tutti,1980,27,110,70,6.9,7.0,7.0,203,3,3,2,0,0,1
26209,Along Came Polly,2004,27,90,51,6.4,6.47,6.0,203,3,3,1,1,1,1
76858,Joy,2015,27,123,51,6.1,6.07,6.0,203,1,2,2,1,0,1
22696,Mies vailla menneisyyttä,2002,27,97,65,7.9,8.45,7.0,202,2,2,2,1,0,1
22715,Hollywood Ending,2002,27,116,51,6.8,6.79,7.0,202,3,3,1,1,0,1
5010,Palombella rossa,1989,27,89,70,6.9,7.46,6.0,202,3,3,4,1,0,1
38338,Entre les murs,2008,27,128,42,7.5,7.72,7.0,202,2,4,4,2,0,1
4385,Miseria e nobiltà,1954,27,95,70,8.2,8.25,8.0,202,4,3,0,0,0,1
23600,Blade II,2002,24,116,51,6.6,6.6,7.0,202,1,3,0,2,0,1
17971,Così è la vita,1998,27,107,70,5.7,5.36,6.0,201,2,2,1,0,0,1
30294,Wedding Crashers,2005,27,119,51,6.1,6.07,6.0,201,2,2,1,1,1,1
28229,Lemony Snicktet's A Series of Unfortunate Events,2004,27,108,51,5.9,5.43,6.0,201,3,3,1,2,0,1
1889,Jeremiah Johnson,1972,22,110,51,8.4,8.5,8.0,200,0,3,4,3,0,1
39004,Il cosmo sul comò,2008,27,100,70,3.7,3.79,4.0,200,1,2,0,0,0,1
20390,Mission: Impossible 2,2000,23,123,51,6.1,6.08,6.0,200,1,3,0,2,1,1
15898,Batman & Robin,1997,24,124,51,4.1,4.23,4.0,199,1,2,0,1,1,1
72091,Italiano medio,2015,27,90,70,6.0,6.18,6.0,199,3,2,2,1,1,1
78844,Suicide Squad,2016,19,137,51,4.5,4.47,5.0,199,1,1,1,1,0,1
38967,Bienvenue chez les Ch'tis,2008,27,106,42,6.4,6.38,6.0,199,3,3,1,1,0,1
37418,3:10 to Yuma,2007,22,117,51,6.4,6.35,7.0,199,1,3,0,1,0,1
38871,Doomsday,2008,19,105,95,6.2,6.68,6.0,199,1,4,0,2,0,1
10208,Il piccolo diavolo,1988,27,100,70,7.0,6.67,7.0,198,3,2,1,1,2,1
45756,Benvenuti al Nord,2012,27,110,70,3.9,3.88,4.0,198,2,1,0,0,0,1
29236,Darkman,1990,24,96,51,7.1,7.14,7.0,198,1,3,0,2,0,1
22691,Bowling for Columbine,2002,17,123,51,7.7,7.84,8.0,198,2,4,4,3,0,1
30947,Mr. & Mrs. Smith,2005,27,120,51,4.4,4.0,5.0,197,2,3,0,1,1,1
25166,Anything Else,2003,27,108,51,6.9,7.08,7.0,197,3,2,2,0,1,1
10376,The Front Page,1974,27,105,51,7.5,8.08,7.0,196,3,3,1,1,0,1
12936,Dumb and Dumber,1995,27,101,51,6.2,6.0,6.0,196,3,2,0,0,0,1
20419,High Fidelity,2000,27,113,51,6.9,7.0,7.0,196,2,3,2,0,1,1
56503,The World's End,2013,27,109,95,6.6,6.36,7.0,196,3,3,1,1,0,1
47129,The Grey,2012,19,117,51,6.1,5.9,6.0,196,1,3,2,3,0,1
26206,Open Range,2003,22,139,51,7.2,7.19,7.0,195,0,2,1,2,0,1
71284,Ant-Man,2015,24,115,51,6.5,6.5,6.0,195,2,2,1,1,0,1
24069,My Big Fat Greek Wedding,2002,27,95,51,5.9,5.8,6.0,195,2,3,0,0,0,1
37804,"Grande, grosso e... Verdone",2008,27,131,70,5.4,5.67,5.0,195,2,3,1,0,0,1
9074,...continuavano a chiamarlo Trinità,1972,22,94,70,7.4,7.29,8.0,195,2,2,2,1,0,1
6507,La femme d'à côté,1981,25,106,42,8.1,8.17,8.0,195,0,2,1,3,3,1
9001,Superman,1978,24,142,95,7.1,7.32,7.0,195,2,2,1,3,0,1
3334,Heartbreak Ridge,1986,27,131,51,6.9,7.0,7.0,195,2,2,1,2,0,1
832,La banda degli onesti,1956,27,106,70,7.9,7.63,8.0,194,3,2,0,1,0,1
5812,Il ragazzo di campagna,1984,27,92,70,5.7,5.13,6.0,194,3,2,1,0,0,1
166273,Avengers: Endgame,2019,24,181,51,6.3,6.33,6.0,194,0,0,0,0,0,1
44115,Boris  - il film,2011,27,108,70,6.8,6.85,7.0,194,4,3,3,2,0,1
12079,Ace Ventura: Pet Detective,1994,27,93,51,5.7,5.36,6.0,194,3,2,1,1,0,1
56506,The Hangover Part III,2013,27,100,51,4.7,4.38,5.0,193,1,2,0,0,0,1
36635,A Good Year,2006,27,118,51,5.7,5.43,6.0,193,2,2,1,1,1,1
27527,National Treasure,2004,20,131,51,5.7,5.53,6.0,193,2,4,3,4,0,1
26089,L'amore è eterno finché dura,2004,27,108,70,6.6,6.5,7.0,193,3,3,2,1,1,1
12716,What's Eating Gilbert Grape?,1994,27,118,51,7.0,6.82,7.0,193,1,2,4,1,1,1
12978,Batman Forever,1995,24,121,51,5.0,5.25,5.0,193,1,2,0,1,1,1
65261,The Equalizer,2014,19,128,51,6.0,5.83,6.0,192,1,3,1,3,0,1
5599,Magnum Force,1973,21,124,51,7.4,7.3,8.0,192,1,3,1,3,1,1
60479,Kraftidioten,2014,27,115,8,7.1,7.27,7.0,192,2,4,1,3,0,1
42280,Due Date ,2010,27,95,51,5.6,5.53,6.0,192,3,2,1,1,0,1
56552,Viva la libertà,2013,27,94,70,6.8,6.72,7.0,191,2,3,4,2,1,1
19229,Blade,1998,19,120,51,6.1,5.79,6.0,191,1,4,2,3,0,1
24345,Daredevil,2003,24,103,51,4.7,4.38,5.0,190,3,4,2,3,2,1
20398,"Me, Myself & Irene",2000,27,116,51,6.8,7.0,7.0,190,3,3,0,1,1,1
22154,Spy Game,2001,23,126,51,6.2,6.0,6.0,190,1,3,1,2,1,1
56762,Sin City: A Dame to Kill For,2014,19,102,51,6.1,6.29,6.0,190,1,2,0,2,2,1
10689,The Magnificent Seven,1960,22,128,51,8.1,8.17,8.0,189,1,3,0,3,0,1
32323,Il mio miglior nemico,2006,27,115,70,5.8,5.68,6.0,189,2,2,0,0,0,1
54535,Malavita,2013,27,111,51,5.9,5.8,6.0,189,1,2,0,1,0,1
34833,Superman Returns,2006,24,154,51,5.5,5.44,6.0,189,1,2,0,2,0,1
1139,Butch Cassidy and the Sundance Kid,1968,22,100,51,7.8,8.04,8.0,189,2,3,2,3,1,1
30590,La tigre e la neve,2005,27,118,70,6.0,5.75,6.0,189,2,2,3,2,0,1
57117,This Is the End,2013,27,107,51,6.1,5.94,6.0,188,4,3,2,1,1,1
41686,Prince of Persia. The Sands of Time ,2010,20,116,51,5.4,5.0,6.0,188,1,2,0,2,1,1
26088,Scary Movie 3,2003,27,85,51,5.8,5.55,6.0,188,2,1,0,0,0,1
75564,Steve Jobs,2015,16,122,51,6.6,6.68,7.0,188,1,3,2,1,0,1
43429,Burke and Hare ,2010,27,91,95,6.7,6.48,7.0,188,4,3,3,2,2,1
6189,Lo sceicco bianco,1952,27,110,70,7.5,7.61,7.0,187,2,2,1,1,0,1
969,Beverly Hills Cop,1984,27,105,51,7.2,7.44,7.0,187,2,3,1,2,1,1
122616,Smetto quando voglio: Masterclass,2017,27,110,70,5.7,5.33,6.0,187,0,0,0,0,0,1
160605,Dolor y gloria,2019,27,108,94,7.3,7.35,7.0,187,0,0,0,0,0,1
10932,Travolti da un insolito destino nell'azzurro mare di agosto,1974,27,125,70,7.2,7.2,7.0,187,3,2,2,1,2,1
32917,A Prairie Home Companion,2006,27,105,51,7.4,7.81,7.0,187,2,3,2,1,0,1
138760,Lady Bird,2017,27,93,51,6.4,6.45,6.0,187,0,0,0,0,0,1
42850,Immaturi,2011,27,108,70,4.8,4.44,5.0,187,1,2,0,0,0,1
338,American Graffiti,1973,27,110,51,7.6,8.14,7.0,187,2,2,1,1,0,1
83294,The Founder,2016,16,115,51,6.5,6.52,7.0,186,0,0,0,0,0,1
70156,Noi e la Giulia,2015,27,115,70,6.5,6.32,7.0,186,3,3,2,1,0,1
274,L'allenatore nel pallone,1984,27,98,70,6.1,5.71,7.0,186,3,2,0,0,1,1
27080,Man on Fire,2004,19,146,51,5.8,5.38,6.0,186,0,2,0,1,0,1
46985,Savages,2012,19,129,51,6.1,6.38,6.0,185,1,3,1,2,2,1
43005,Vallanzasca. Gli angeli del male,2010,16,125,70,6.9,6.93,7.0,185,0,0,0,0,0,1
36786,Ghost Rider,2007,19,114,51,4.7,4.55,5.0,185,1,3,1,2,0,1
813,Spaceballs,1987,27,97,51,6.0,5.31,7.0,184,2,2,0,0,0,1
36791,Il 7 e l'8,2007,27,93,70,6.2,6.24,6.0,184,3,3,0,1,0,1
52363,The Bling Ring,2013,27,87,51,5.7,5.93,5.0,184,0,2,3,1,0,1
4036,Mad Max Beyond Thunderdome,1985,19,101,51,6.4,5.91,7.0,184,1,3,0,3,0,1
36709,The Last King of Scotland,2006,16,121,51,6.8,6.75,7.0,184,0,3,2,3,1,1
21806,Jurassic Park III,2001,20,90,51,4.6,4.42,5.0,183,1,2,0,3,0,1
26508,The Motorcycle Diaries,2004,16,126,51,6.9,6.86,7.0,183,2,2,2,1,0,1
2288,Mujeres al borde de un ataque de nervios,1988,27,90,94,7.5,7.65,7.0,183,3,4,2,2,2,1
31741,Transamerica,2005,27,103,51,7.5,7.71,7.0,183,2,2,2,2,1,1
13179,Mighty Aphrodite,1995,27,95,51,7.1,7.11,7.0,183,4,3,1,0,1,1
8328,Fried Green Tomatoes at the Whistle Train Stop,1991,27,128,51,6.8,6.21,7.0,183,4,3,4,3,1,1
12722,Bullets over Broadway,1994,27,99,51,7.8,7.96,8.0,182,3,3,0,2,1,1
